person_id,person_name,person_name_cn,year,city,country,place_raw,domain,sources,contribution
david-silver,David Silver,大卫·西尔弗,2015,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2016,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2017,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2018,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2019,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2020,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2021,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2022,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2023,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2024,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2025,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
david-silver,David Silver,大卫·西尔弗,2026,London,UK,"London, UK",工业,native,AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1976,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1977,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1978,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1979,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1980,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1981,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1982,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1983,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1984,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1985,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1986,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1987,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1988,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1989,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1990,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1991,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1992,Guildford,UK,"Guildford, Surrey, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1993,Guildford,UK,"Guildford, Surrey, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1994,Cambridge,UK,"Cambridge, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1995,Cambridge,UK,"Cambridge, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1996,Cambridge,UK,"Cambridge, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1997,Cambridge,UK,"Cambridge, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1998,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,1999,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2000,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2001,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2002,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2003,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2004,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2005,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2006,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2007,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2008,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2009,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2010,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2011,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2012,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2013,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2014,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2015,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2016,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2017,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2018,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2019,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2020,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2021,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2022,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2023,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2024,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2025,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
demis-hassabis,Demis Hassabis,德米斯·哈萨比斯,2026,London,UK,"London, UK",工业,"mimo,native",AlphaGo 把“深度学习 + 强化学习”做成世界级展示：在复杂策略决策上超过顶尖人类，改变了公众与行业预期。
fei-fei-li,Fei-Fei Li,李飞飞,1976,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1977,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1978,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1979,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1980,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1981,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1982,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1983,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1984,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1985,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1986,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1987,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1988,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1989,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1990,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1991,Beijing,CN,"Beijing / Chengdu, China",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1992,Parsippany,US,"Parsippany, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1993,Parsippany,US,"Parsippany, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1994,Parsippany,US,"Parsippany, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1995,Princeton,US,"Princeton, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1996,Princeton,US,"Princeton, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1997,Princeton,US,"Princeton, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1998,Princeton,US,"Princeton, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,1999,Princeton,US,"Princeton, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2000,Pasadena,US,"Pasadena, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2001,Pasadena,US,"Pasadena, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2002,Pasadena,US,"Pasadena, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2003,Pasadena,US,"Pasadena, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2004,Pasadena,US,"Pasadena, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2005,Urbana,US,"Urbana, Illinois, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2006,Urbana,US,"Urbana, Illinois, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2007,Princeton,US,"Princeton, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2008,Princeton,US,"Princeton, New Jersey, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2009,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2010,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2011,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2012,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2013,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2014,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2015,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2016,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2017,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2018,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2019,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2020,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2021,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2022,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2023,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2024,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2025,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
fei-fei-li,Fei-Fei Li,李飞飞,2026,Palo Alto,US,"Stanford / Palo Alto, California, USA",学术,"mimo,native",做了 ImageNet：不是“更聪明的模型”，而是让模型“见过更多世面”。后来的深度学习爆发离不开它。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1986,Nizhny Novgorod,US,"Nizhny Novgorod, Russia",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1987,Nizhny Novgorod,US,"Nizhny Novgorod, Russia",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1988,Nizhny Novgorod,US,"Nizhny Novgorod, Russia",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1989,Nizhny Novgorod,US,"Nizhny Novgorod, Russia",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1990,Nizhny Novgorod,US,"Nizhny Novgorod, Russia",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1991,Jerusalem,US,"Jerusalem, Israel",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1992,Jerusalem,US,"Jerusalem, Israel",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1993,Jerusalem,US,"Jerusalem, Israel",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1994,Jerusalem,US,"Jerusalem, Israel",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
ilya-sutskever,Ilya Sutskever,伊利亚·萨茨克弗,1995,Jerusalem,US,"Jerusalem, Israel",学术,"mimo,native",AlexNet 把图像识别的精度拉出断层，行业信心被点燃：神经网络不是“理论玩具”，是真的能打。
